song,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
Burn,-5.031,1,0.0432,0.31,0,0.105,0.329,87.016,"pop, rock, Dance/Electronic"
Harlem Shake,-5.151,1,0.0483,0.0111,0.00182,0.416,0.282,137.825,Dance/Electronic
I Need Your Love (feat. Ellie Goulding),-5.066,1,0.0483,0.41,0,0.237,0.58,124.989,"hip hop, pop, Dance/Electronic"
This Is How We Do,-6.028,0,0.0457,0.0203,0,0.147,0.8,96,pop
Sail,-9.582,1,0.0568,0.452,0.609,0.0953,0.243,119.038,"pop, rock"
Need U (100%) [feat. A*M*E] - Radio Edit,-5.705,0,0.049,0.00176,0.00183,0.354,0.469,124.047,"pop, Dance/Electronic"
The Other Side,-3.939,1,0.1,0.0525,0,0.136,0.517,127.923,"hip hop, pop"
Look Right Through - MK Vocal Edit,-8.035,0,0.081,0.00304,0.00553,0.263,0.519,119.995,Dance/Electronic
Sweet Nothing (feat. Florence Welch),-3.942,0,0.109,0.197,0.000112,0.0567,0.582,127.934,"hip hop, pop, Dance/Electronic"
Unconditionally,-4.813,1,0.0387,0.00357,0,0.209,0.369,129.003,pop
Bad (feat. Rihanna) - Remix,-6.594,0,0.0748,0.307,0,0.111,0.447,114.038,"hip hop, pop, R&B"
Body Party,-6.299,1,0.0563,0.0143,0,0.602,0.12,133.973,"pop, R&B"
Started From the Bottom,-7.829,1,0.161,0.0331,0,0.156,0.56,86.307,"hip hop, pop, R&B"
Wings,-4.534,1,0.0253,0.0831,0,0.162,0.224,83.235,pop
Of The Night,-7.2,0,0.0427,0.0192,0.000225,0.089,0.349,125.01,"pop, rock"
Dear Darlin',-4.672,0,0.0454,0.00627,8.73E-06,0.119,0.34,124.021,"pop, Dance/Electronic"
Roar,-4.821,0,0.0418,0.00487,6.60E-06,0.354,0.455,179.984,pop
Sure Be Cool If You Did,-4.625,1,0.035,0.255,0,0.108,0.582,136.802,country
Thinking About You (feat. Ayah Marar),-3.715,0,0.0396,0.00262,0.000412,0.0958,0.748,127.985,"hip hop, pop, Dance/Electronic"
Holy Grail,-6.901,0,0.0831,0.0594,8.59E-06,0.256,0.156,145.082,hip hop
Ready or Not,-3.835,1,0.0509,0.00351,3.84E-05,0.107,0.748,93.043,pop
What About Us,-4.751,1,0.0581,0.0059,0,0.213,0.689,123.973,"pop, Dance/Electronic"
Pompeii,-6.383,1,0.0407,0.0755,0,0.271,0.571,127.435,"pop, rock"
Best Song Ever,-2.986,1,0.0465,0.0227,0,0.0789,0.486,118.491,pop
Hey Porsche,-4.653,1,0.029,0.136,0,0.698,0.952,115.995,"hip hop, pop, R&B"
Clarity,-3.464,1,0.0753,0.0366,0,0.0751,0.193,128.006,"hip hop, pop, Dance/Electronic"
Wrecking Ball,-6.262,1,0.0342,0.407,0,0.107,0.349,119.964,pop
Fine China,-4.758,0,0.056,0.0466,0,0.111,0.609,104.038,"hip hop, pop, R&B"
Lose Yourself to Dance (feat. Pharrell Williams),-7.828,0,0.057,0.0839,0.00114,0.0753,0.674,100.163,"hip hop, Dance/Electronic"
This Is What It Feels Like,-5.217,1,0.03,0.0391,2.77E-06,0.0632,0.145,129.885,"pop, Dance/Electronic"
Mirrors,-6.664,0,0.0503,0.234,0,0.0946,0.512,76.899,pop
Treasure,-5.28,0,0.0431,0.0412,7.24E-05,0.324,0.937,116.017,pop
Little Talks,-5.177,1,0.032,0.0206,0,0.146,0.417,102.961,"pop, rock, Folk/Acoustic"
We Can't Stop,-5.794,0,0.0334,0.00882,0,0.37,0.484,80.003,pop
Power Trip (feat. Miguel),-7.054,1,0.217,0.322,0.000203,0.426,0.465,99.991,hip hop
Still into You,-3.763,1,0.044,0.0098,0,0.0561,0.765,136.01,"pop, rock"
human,-6.286,1,0.0368,0.132,0.000643,0.114,0.253,143.808,pop
"Hold On, We're Going Home",-7.436,0,0.0961,0.00411,3.40E-05,0.0733,0.289,99.993,"hip hop, pop, R&B"
Bonfire Heart,-5.7,1,0.0527,0.181,0,0.124,0.449,118.021,pop
Daylight,-5.473,1,0.0269,0.00242,0,0.255,0.369,120.001,pop
3005,-6.542,0,0.289,0.128,0,0.0769,0.661,82.92,hip hop
Here's to Never Growing Up,-3.084,1,0.101,0.015,0,0.415,0.716,164.986,pop
22,-6.561,1,0.0376,0.00215,0.0013,0.0477,0.668,103.987,pop
Let Her Go,-7.335,1,0.0572,0.385,0,0.104,0.244,75.089,pop
The Way,-3.208,0,0.113,0.294,0,0.076,0.862,82.324,pop
Stay,-10.164,0,0.0283,0.945,6.12E-05,0.117,0.125,111.893,"hip hop, pop, R&B"
Suit & Tie (feat. Jay-Z),-3.799,0,0.219,0.103,0,0.164,0.357,101.985,pop
When I Was Your Man,-8.648,1,0.0434,0.932,0,0.088,0.387,72.795,pop
Cruise,-3.364,1,0.0354,0.0191,0,0.0536,0.878,148,country
"Happy - From ""Despicable Me 2""",-4.662,0,0.183,0.219,0,0.0908,0.962,160.019,"hip hop, pop"
Dark Horse,-6.123,1,0.0512,0.00314,0,0.165,0.353,131.934,pop
Collard Greens,-4.871,1,0.064,0.0239,7.38E-06,0.207,0.666,153.972,"hip hop, pop"
Fancy,-4.141,0,0.0697,0.0904,0,0.0491,0.377,94.981,"hip hop, pop"
Animals,-6.46,0,0.0898,0.000185,0,0.593,0.328,189.868,pop
Stay With Me,-6.444,1,0.0414,0.588,6.39E-05,0.11,0.184,84.094,pop
Rude,-4.993,1,0.0381,0.0422,0,0.305,0.925,144.033,set()
Chandelier,-2.88,1,0.0499,0.0197,6.07E-05,0.0685,0.572,117.089,pop
All of Me,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,"pop, R&B"
Faded,-7.195,0,0.0487,0.00865,0.119,0.122,0.599,124.96,Dance/Electronic
All About That Bass,-3.726,1,0.0503,0.0573,2.87E-06,0.124,0.961,134.052,pop
Lovers on the Sun (feat. Sam Martin),-2.505,0,0.0387,0.0932,3.88E-06,0.379,0.568,124.915,"hip hop, pop, Dance/Electronic"
Black Widow,-3.753,1,0.124,0.192,0.000386,0.109,0.519,163.99,"hip hop, pop"
Habits (Stay High),-3.539,1,0.0315,0.0703,6.59E-05,0.0829,0.348,110.003,"pop, Dance/Electronic"
Gecko (Overdrive) - Radio Edit,-5.469,1,0.0642,0.00521,1.15E-05,0.336,0.76,124.959,"pop, Dance/Electronic"
You Know You Like It,-5.346,0,0.188,0.0141,2.46E-06,0.306,0.247,196.093,"hip hop, pop, Dance/Electronic"
Talk Dirty (feat. 2 Chainz),-7.321,1,0.232,0.0348,0,0.307,0.759,100.315,"hip hop, pop"
Maps,-5.51,0,0.0295,0.0179,0,0.0675,0.893,120.003,pop
Bad (feat. Vassy) - Radio Edit,-3.927,0,0.088,0.00125,0.0186,0.328,0.411,127.966,"hip hop, pop, Dance/Electronic"
2 On (feat. ScHoolboy Q),-7.51,1,0.107,0.15,0,0.111,0.431,101.013,"hip hop, pop, R&B, Dance/Electronic"
My Love (feat. Jess Glynne),-7.573,1,0.0492,0.000132,0.72,0.0658,0.726,119.976,"pop, Dance/Electronic"
Bad Blood,-6.104,1,0.19,0.0885,6.16E-06,0.201,0.287,170.216,pop
Na Na,-6.253,0,0.0406,0.328,0,0.104,0.235,96.975,"hip hop, pop, R&B"
Under Control (feat. Hurts),-3.405,1,0.0841,0.129,0.000914,0.115,0.51,126.094,"hip hop, pop, Dance/Electronic"
CoCo,-5.949,1,0.131,0.00215,1.15E-05,0.31,0.178,119.906,"hip hop, pop"
Wiggle (feat. Snoop Dogg),-6.886,0,0.25,0.0802,0,0.162,0.721,81.946,"hip hop, pop"
Prayer in C - Robin Schulz Radio Edit,-5.356,0,0.0258,0.0219,7.43E-06,0.623,0.78,123.002,"pop, rock"
Don't Tell 'Em,-5.225,1,0.0997,0.392,0,0.11,0.386,98.052,"hip hop, pop, R&B"
Anaconda,-6.223,1,0.179,0.0668,7.78E-06,0.214,0.646,129.994,"hip hop, pop"
Blame (feat. John Newman),-4.078,0,0.0808,0.0287,0.00574,0.343,0.348,128.024,"hip hop, pop, Dance/Electronic"
Turn Down for What,-4.1,0,0.156,0.00107,0.128,0.057,0.0815,100.014,"hip hop, pop, Dance/Electronic"
Timber (feat. Ke$ha),-4.087,1,0.0981,0.0295,0,0.139,0.788,129.992,"hip hop, pop, latin"
Counting Stars,-4.972,0,0.0385,0.0654,0,0.117,0.477,122.014,pop
Hot N*gga,-7.314,1,0.42,0.0505,1.81E-06,0.0562,0.18,167.879,"hip hop, pop"
Summer,-3.565,0,0.0325,0.0215,0.043,0.1,0.72,127.962,"hip hop, pop, Dance/Electronic"
Man Of The Year,-5.234,1,0.0428,0.00518,0,0.181,0.391,111.959,"hip hop, pop"
Am I Wrong,-6.003,1,0.0312,0.175,1.58E-06,0.55,0.779,119.968,"hip hop, pop"
Shower,-7.548,1,0.0487,0.0317,3.59E-05,0.285,0.121,119.987,"pop, latin"
Nobody To Love - Radio Edit,-3.32,1,0.0436,0.000526,6.34E-06,0.177,0.182,175.001,"pop, Dance/Electronic"
#SELFIE - Original Mix,-3.263,1,0.248,0.0135,8.77E-06,0.0818,0.66,127.955,"pop, Dance/Electronic"
Team,-7.436,1,0.0929,0.167,0,0.305,0.416,99.961,"pop, Dance/Electronic"
Me And My Broken Heart,-4.261,0,0.0345,0.00489,0,0.132,0.551,174.084,pop
Jubel - Radio Edit,-7.251,1,0.0343,0.649,0.0569,0.14,0.0951,124.938,"pop, Dance/Electronic"
Waves - Robin Schulz Radio Edit,-9.334,0,0.0369,0.00821,0.0014,0.0829,0.45,119.993,"hip hop, Dance/Electronic"
Only Love Can Hurt Like This,-4.528,1,0.0818,0.0958,9.97E-05,0.334,0.304,90.99,"pop, R&B, Dance/Electronic"
Hideaway,-4.135,0,0.0483,0.0862,0.00696,0.0772,0.203,122.993,"pop, Dance/Electronic"
Burn,-5.031,1,0.0432,0.31,0,0.105,0.329,87.016,"pop, rock, Dance/Electronic"
Break Free,-5.324,0,0.0455,0.0064,4.35E-05,0.204,0.284,129.956,pop
Show Me (feat. Chris Brown),-7.299,1,0.0502,0.0355,0,0.141,0.663,98.098,"hip hop, pop"
Talking Body,-5.449,0,0.0338,0.0966,0,0.0823,0.114,119.999,"pop, Dance/Electronic"
Loyal (feat. Lil Wayne & Tyga),-5.963,0,0.049,0.0168,1.37E-06,0.188,0.616,99.059,"hip hop, pop, R&B"
Love Runs Out,-3.752,1,0.0589,0.167,0,0.0973,0.738,120.022,pop
Up (feat. Demi Lovato),-4.676,1,0.0339,0.0193,0,0.101,0.638,114.948,"pop, Dance/Electronic"
High (feat. Nicole Millar),-4.052,0,0.0492,0.00129,0.000868,0.29,0.383,100.094,Dance/Electronic
Stolen Dance,-8.813,1,0.0378,0.427,0.000204,0.0759,0.728,114.016,set()
Don't,-7.008,1,0.0659,0.0113,0,0.635,0.849,95.049,pop
Love Me Harder,-4.389,0,0.0334,0.00937,0,0.0764,0.24,98.992,pop
Bailando - Spanish Version,-3.519,1,0.105,0.0467,3.65E-06,0.0399,0.96,90.949,"pop, latin"
Hey Brother,-4.867,0,0.0436,0.0309,4.64E-05,0.0828,0.458,125.014,"pop, Dance/Electronic"
Bang Bang,-3.417,0,0.091,0.26,0,0.38,0.751,150.028,"hip hop, pop"
I Got U,-7.752,0,0.035,0.00377,0.00784,0.0851,0.463,120.837,"pop, Dance/Electronic"
Ready For Your Love,-7.038,1,0.154,0.0531,0.0128,0.333,0.471,121.939,"pop, Dance/Electronic"
Style,-5.595,1,0.0402,0.00245,0.00258,0.118,0.487,94.933,pop
Classic,-4.689,1,0.124,0.0384,0,0.157,0.756,102.071,"hip hop, pop"
Latch,-5.456,1,0.167,0.0159,9.45E-05,0.0895,0.521,121.985,"pop, Dance/Electronic"
Problem,-5.352,0,0.153,0.0192,8.83E-06,0.159,0.625,103.008,pop
Boom Clap,-2.28,1,0.0786,0.154,0.000304,0.191,0.576,91.999,"pop, Dance/Electronic"
Steal My Girl,-5.948,0,0.0347,0.00433,0,0.114,0.545,77.217,pop
Red Lights,-4.783,1,0.0377,0.000739,1.50E-06,0.225,0.545,124.989,"pop, Dance/Electronic"
The Heart Wants What It Wants,-4.874,0,0.0377,0.053,0,0.142,0.621,83.066,pop
I Will Never Let You Down,-3.215,1,0.0296,0.403,0,0.128,0.794,128.011,"hip hop, pop, Dance/Electronic"
She Looks So Perfect,-4.237,1,0.132,0.000569,0,0.327,0.441,160.025,pop
Superheroes,-4.121,1,0.0396,0.00218,0,0.0741,0.64,166.996,"pop, rock"
Shake It Off,-5.384,1,0.165,0.0647,0,0.334,0.942,160.078,pop
Night Changes,-7.747,1,0.0353,0.859,0,0.115,0.37,120.001,pop
Sing,-4.451,0,0.0472,0.304,1.22E-06,0.0601,0.939,119.988,pop
Heroes (we could be),-4.144,1,0.0634,0.0373,0,0.239,0.352,125.876,"pop, Dance/Electronic"
Wasted,-5.595,1,0.0294,0.00106,0.00264,0.199,0.375,112.028,"pop, Dance/Electronic"
Ugly Heart,-5.488,1,0.0463,0.019,0,0.323,0.446,124.96,pop
A Sky Full of Stars,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97,"rock, pop"
Rather Be (feat. Jess Glynne),-6.735,1,0.0377,0.162,2.03E-06,0.193,0.549,120.97,"pop, Dance/Electronic"
Stay The Night - Featuring Hayley Williams Of Paramore,-3.109,1,0.0411,0.109,0,0.0947,0.461,127.961,"hip hop, pop, Dance/Electronic"
Elastic Heart,-4.998,1,0.0496,0.0117,1.48E-05,0.146,0.499,130.075,pop
Story of My Life,-5.802,1,0.0477,0.225,0,0.119,0.286,121.07,pop
Little Do You Know,-8.554,1,0.0323,0.746,0,0.188,0.37,145.879,pop
Post to Be (feat. Chris Brown & Jhene Aiko),-5.655,0,0.0432,0.0697,0,0.208,0.701,97.448,"hip hop, pop, R&B"
Cool Kids,-6.279,1,0.0336,0.0372,8.21E-06,0.12,0.786,130.027,pop
Somebody,-8.714,1,0.0376,0.000792,1.25E-05,0.0656,0.735,104.99,set()
Riptide,-6.694,1,0.0379,0.431,0,0.151,0.51,101.654,"rock, pop"
Drunk in Love (feat. Jay-Z),-6.902,0,0.0468,0.00969,0.00104,0.181,0.401,140.03,"pop, R&B"
Sugar,-7.077,1,0.0337,0.0553,0,0.086,0.885,120.042,pop
Ghost,-3.823,1,0.0414,0.0457,8.66E-06,0.143,0.468,104.975,"pop, Dance/Electronic"
"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",-20.514,0,0.0397,0.559,0,0.0718,0.234,152.037,pop
New Flame (feat. Usher & Rick Ross),-4.292,1,0.041,0.0506,0,0.0963,0.446,141.967,"hip hop, pop, R&B"
Geronimo,-6.275,1,0.0783,0.434,0.0013,0.115,0.437,142.016,"pop, rock, Dance/Electronic"
Wrapped Up (feat. Travie McCoy),-4.696,1,0.0549,0.0915,0,0.15,0.947,121.989,"pop, Dance/Electronic"
Money On My Mind,-5.217,1,0.179,0.204,0.000295,0.229,0.743,133.912,pop
Trumpets,-4.884,1,0.236,0.563,0,0.0962,0.64,81.897,"hip hop, pop"
Bed Of Lies,-5.779,1,0.194,0.251,0,0.109,0.124,86.01,"hip hop, pop"
Jealous - Remix,-3.578,0,0.0748,0.0132,0,0.452,0.504,93.047,pop
Uptown Funk (feat. Bruno Mars),-7.223,1,0.0824,0.00801,8.15E-05,0.0344,0.928,114.988,pop
Thinking out Loud,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,pop
See You Again (feat. Charlie Puth),-7.503,1,0.0815,0.369,1.03E-06,0.0649,0.283,80.025,"hip hop, pop"
What Do You Mean?,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,pop
Lean On (feat. MØ & DJ Snake),-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,"hip hop, pop, Dance/Electronic"
"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",-5.922,0,0.0304,0.385,0,0.0972,0.426,119.844,"pop, R&B"
"Love Me Like You Do - From ""Fifty Shades Of Grey""",-6.646,1,0.0484,0.247,0,0.125,0.275,189.857,"pop, rock, Dance/Electronic"
Outside (feat. Ellie Goulding),-4.123,0,0.0394,0.213,0,0.322,0.418,128.035,"hip hop, pop, Dance/Electronic"
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",-4.091,1,0.151,0.24,0,0.325,0.525,85.979,"hip hop, pop, Dance/Electronic"
Cool for the Summer,-5.593,0,0.0386,0.00441,0.000183,0.0853,0.319,114.101,pop
Blank Space,-5.412,1,0.054,0.103,0,0.0913,0.57,95.997,pop
The Hills,-7.063,0,0.0515,0.0671,0,0.135,0.137,113.003,"pop, R&B"
Daddy Issues,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,"rock, pop"
Five More Hours,-3.226,0,0.219,0.0288,0,0.817,0.499,127.961,"pop, Dance/Electronic"
The Nights,-5.298,1,0.0433,0.0166,0,0.249,0.654,125.983,"pop, Dance/Electronic"
You Know You Like It,-5.346,0,0.188,0.0141,2.46E-06,0.306,0.247,196.093,"hip hop, pop, Dance/Electronic"
Ghost Town,-5.709,0,0.046,0.186,1.92E-05,0.174,0.274,119.955,pop
No Type,-7.803,1,0.159,0.0158,3.78E-06,0.0925,0.239,125.01,"hip hop, pop"
Bad Blood,-7.388,0,0.106,0.0294,0,0.139,0.221,170.16,pop
GDFR (feat. Sage the Gemini & Lookas),-4.036,1,0.0734,0.000704,0.00534,0.065,0.69,145.889,"hip hop, pop"
Sugar (feat. Francesco Yates),-5.098,0,0.0581,0.0185,0,0.163,0.636,123.063,"pop, Dance/Electronic"
How Deep Is Your Love,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,"hip hop, pop, Dance/Electronic"
Wish You Were Mine - Radio Edit,-4.164,0,0.0293,0.0126,0.0901,0.102,0.407,123.002,"pop, Dance/Electronic"
Na Na,-6.253,0,0.0406,0.328,0,0.104,0.235,96.975,"hip hop, pop, R&B"
Centuries,-2.868,0,0.0729,0.00359,0,0.102,0.56,176.042,rock
Chill Bill (feat. J. Davi$ & Spooks),-10.028,1,0.145,0.0312,0.00099,0.0906,0.23,108.034,hip hop
Are You With Me - Radio Edit,-9.882,0,0.0317,0.466,7.83E-05,0.131,0.412,121.03,"pop, Dance/Electronic"
Stressed Out,-5.677,0,0.141,0.0462,2.29E-05,0.0602,0.648,169.977,rock
Worth It (feat. Kid Ink),-3.865,1,0.0882,0.063,7.04E-06,0.118,0.594,99.987,pop
Way down We Go,-5.798,0,0.0528,0.612,0.000162,0.0837,0.264,81.663,"rock, classical"
Like I Can,-6.627,0,0.0379,0.343,2.17E-05,0.124,0.481,99.933,pop
Light It Up (feat. Nyla & Fuse ODG) - Remix,-3.782,0,0.0666,0.0375,0.000833,0.233,0.751,107.985,"hip hop, pop, Dance/Electronic"
Intoxicated - New Radio Mix,-4.023,1,0.0393,0.00563,0.00409,0.0838,0.547,125.004,"pop, Dance/Electronic"
Waiting For Love,-3.863,0,0.0527,0.31,0,0.198,0.613,127.999,"pop, Dance/Electronic"
Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),-6.959,0,0.0311,0.672,0.000197,0.0698,0.479,117.971,"hip hop, pop, Dance/Electronic"
Wildest Dreams,-7.417,1,0.0741,0.0709,0.0056,0.106,0.467,140.06,pop
In The Night,-4.94,1,0.13,0.0696,0,0.0463,0.506,167.939,"pop, R&B"
Time of Our Lives,-5.797,1,0.0583,0.0921,0,0.694,0.724,124.022,"hip hop, pop, latin"
Runaway (U & I),-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008,"pop, Dance/Electronic"
Bitch Better Have My Money,-4.981,1,0.0621,0.0509,1.94E-06,0.257,0.395,102.99,"hip hop, pop, R&B"
Lush Life,-2.86,0,0.0536,0.141,0,0.189,0.789,98.024,"pop, Dance/Electronic"
Drag Me Down,-5.672,0,0.0369,0.109,0,0.0657,0.595,138.113,pop
Antidote,-5.046,1,0.032,0.00767,0.000148,0.124,0.131,131.05,"hip hop, Dance/Electronic"
King,-4.125,0,0.0388,0.0665,0,0.382,0.466,119.977,"pop, Dance/Electronic"
Confident,-6.251,1,0.0677,0.00188,0.000139,0.0869,0.344,130.064,pop
Closer,-3.991,0,0.0337,0.0012,0.0127,0.124,0.355,91.977,pop
Same Old Love,-4.01,0,0.0304,0.0223,0,0.214,0.438,98.02,pop
Do It Again,-6.527,1,0.047,0.0266,0,0.0874,0.411,95.95,"pop, R&B"
My House,-4.792,0,0.0499,0.0215,0,0.128,0.74,94.006,"hip hop, pop"
Watch Me (Whip / Nae Nae),-8.522,1,0.134,0.234,0,0.334,0.964,139.982,hip hop
Ayo,-5.095,1,0.0443,0.0399,0,0.0851,0.682,98.031,"hip hop, pop, R&B"
Spirits,-6.075,1,0.0265,0.164,0,0.113,0.787,80.529,"rock, Folk/Acoustic, pop"
Trap Queen,-3.803,1,0.128,0.0244,0,0.354,0.817,148.075,"hip hop, pop"
Talking Body,-5.449,0,0.0338,0.0966,0,0.0823,0.114,119.999,"pop, Dance/Electronic"
11-Jul,-5.137,0,0.126,0.0128,0,0.126,0.56,136.024,"pop, R&B"
High By The Beach,-11.067,0,0.0346,0.244,0.00788,0.12,0.0968,131.988,pop
Never Forget You,-5.728,0,0.0457,0.00312,9.86E-06,0.269,0.276,145.992,"pop, Dance/Electronic"
oui,-3.724,1,0.0964,0.213,0,0.112,0.604,78.521,"hip hop, pop, R&B"
Hotline Bling,-7.863,1,0.0551,0.00258,0.00019,0.0504,0.552,134.966,"hip hop, pop, R&B"
Kill Em With Kindness,-5.488,0,0.0404,0.00795,5.87E-05,0.0973,0.398,120.012,pop
Let It All Go,-8.644,1,0.0302,0.817,1.04E-06,0.0869,0.174,107.005,pop
679 (feat. Remy Boyz),-5.738,1,0.318,0.00256,0,0.625,0.603,190.05,"hip hop, pop"
Love Me Harder,-4.389,0,0.0334,0.00937,0,0.0764,0.24,98.992,pop
Can't Feel My Face,-5.526,0,0.0425,0.113,0,0.105,0.583,107.949,"pop, R&B"
You Don't Own Me (feat. G-Eazy),-5.68,1,0.102,0.166,1.31E-06,0.0575,0.294,186.394,"pop, R&B"
Renegades,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,"hip hop, rock, pop"
Locked Away (feat. Adam Levine),-5.709,1,0.0678,0.304,0,0.0452,0.55,118.413,pop
Stole the Show,-7.565,0,0.226,0.271,0,0.319,0.475,100.034,"pop, Dance/Electronic"
The Less I Know The Better,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,metal
Good For You,-6.447,0,0.0652,0.154,0,0.0741,0.217,88.928,pop
My Way (feat. Monty),-3.103,1,0.0531,0.00419,0,0.147,0.537,128.077,"hip hop, pop"
Take Me To Church,-5.303,0,0.0464,0.634,0,0.116,0.437,128.945,"Folk/Acoustic, pop"
Style,-5.595,1,0.0402,0.00245,0.00258,0.118,0.487,94.933,pop
Here,-4.031,1,0.163,0.0804,0,0.0793,0.359,120.892,"pop, R&B"
"Writing's On The Wall - From ""Spectre"" Soundtrack",-8.19,0,0.0339,0.769,2.57E-06,0.0863,0.0883,81.418,pop
Bang My Head (feat. Sia & Fetty Wap),-3.697,1,0.0789,0.0525,0.00719,0.103,0.593,108.061,"hip hop, pop, Dance/Electronic"
All Eyes on You (feat. Chris Brown & Nicki Minaj),-5.288,0,0.203,0.0242,0,0.118,0.251,77.521,"hip hop, pop"
I Don't Fuck With You,-5.474,1,0.0613,0.0362,0,0.325,0.395,97.972,"hip hop, pop"
Firestone,-7.374,0,0.0428,0.393,3.17E-05,0.0952,0.411,113.927,"pop, Dance/Electronic"
Jumpman,-7.448,1,0.202,0.0462,0,0.341,0.654,142.079,"hip hop, pop, R&B"
Sunset Lover,-9.474,1,0.0503,0.729,0.809,0.109,0.236,90.838,Dance/Electronic
Stitches,-6.684,1,0.0676,0.0152,0,0.0486,0.746,149.882,pop
"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",-4.697,0,0.141,0.0242,0,0.0793,0.784,118.004,"hip hop, pop"
The Heart Wants What It Wants,-4.874,0,0.0377,0.053,0,0.142,0.621,83.066,pop
Where Are Ü Now (with Justin Bieber),-4.038,0,0.0567,0.041,4.21E-06,0.0789,0.197,139.432,"pop, Dance/Electronic"
On My Mind,-6.607,0,0.0522,0.264,4.11E-06,0.0863,0.742,154.943,"pop, rock, Dance/Electronic"
Don't,-5.556,0,0.195,0.223,0,0.0963,0.189,96.991,"hip hop, pop, R&B"
"Flex (Ooh, Ooh, Ooh)",-7.534,0,0.0496,0.0384,0,0.341,0.883,163.993,"hip hop, pop"
Please Don't Go,-4.868,0,0.0587,0.0118,1.94E-05,0.294,0.235,84.264,R&B
I Want You To Know,-2.215,0,0.0659,0.00621,8.11E-06,0.28,0.375,130.003,"hip hop, pop, Dance/Electronic"
Fast Car,-6.994,1,0.052,0.484,0,0.299,0.527,113.945,"pop, Dance/Electronic"
Electric Love,-6.536,0,0.0889,0.00407,0.0016,0.256,0.605,120.063,"rock, pop"
Easy Love,-4.208,1,0.0631,0.175,0.0013,0.117,0.647,123.976,"pop, Dance/Electronic"
Sorry,-3.669,0,0.045,0.0797,0,0.299,0.41,99.945,pop
One Last Time,-5.036,1,0.0323,0.093,1.65E-06,0.096,0.104,125.026,pop
Black Magic,-4.467,1,0.0619,0.0352,0,0.317,0.843,111.987,pop
Perfect,-5.231,1,0.0762,0.0598,0,0.119,0.396,99.933,pop
Shine,-5.21,0,0.0349,0.189,0,0.104,0.493,108.002,"pop, Dance/Electronic"
Lips Are Movin,-5.402,1,0.0464,0.0506,1.03E-06,0.111,0.95,139.091,pop
El Perdón - Forgiveness,-3.839,1,0.0357,0.256,0,0.0909,0.656,90.013,latin
Starboy,-7.028,1,0.282,0.165,3.49E-06,0.134,0.535,186.054,"pop, R&B"
One Dance,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,"hip hop, pop, R&B"
Love Yourself,-9.828,1,0.438,0.835,0,0.28,0.515,100.418,pop
Closer,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,"pop, Dance/Electronic"
Hello,-6.129,0,0.0342,0.329,0,0.0854,0.289,157.98,"pop, R&B"
Panda,-4.943,0,0.449,0.028,1.68E-06,0.366,0.236,144.833,"hip hop, pop"
Tuesday (feat. Danelle Sandoval),-6.052,0,0.0688,0.0156,0.0654,0.0545,0.675,99.002,Dance/Electronic
Cheap Thrills (feat. Sean Paul),-4.931,0,0.215,0.0561,2.01E-06,0.0775,0.728,89.972,pop
Wherever I Go,-6.444,0,0.0425,0.0915,0,0.27,0.349,99.961,pop
Work,-6.238,1,0.0946,0.0752,0,0.0919,0.558,91.974,"hip hop, pop, R&B"
Hymn for the Weekend,-6.487,0,0.0377,0.211,6.92E-06,0.325,0.412,90.027,"rock, pop"
Sorry,-3.669,0,0.045,0.0797,0,0.299,0.41,99.945,pop
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",-5.715,1,0.0751,0.0123,0,0.191,0.702,113.03,pop
Wait a Minute!,-5.279,0,0.0278,0.0371,1.94E-05,0.0943,0.672,101.003,"pop, R&B, Dance/Electronic"
Tiimmy Turner,-3.054,1,0.0393,0.174,0,0.0786,0.304,122.803,"hip hop, pop"
"Me, Myself & I",-6.518,0,0.0959,0.0184,0,0.158,0.389,111.995,"hip hop, pop"
This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),-3.456,0,0.0488,0.0022,5.81E-05,0.0905,0.365,110.169,"hip hop, pop, Dance/Electronic"
Hurts So Good,-5.008,0,0.049,0.082,0,0.0962,0.379,120.036,"rock, pop, Dance/Electronic"
