artist,song,duration_ms,explicit,year,popularity,danceability,energy,key
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),177184,TRUE,2016,76,0.886,0.427,6
Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),216408,TRUE,2017,75,0.696,0.817,1
G-Eazy,No Limit,245386,TRUE,2017,0,0.838,0.771,1
Playboi Carti,Magnolia,181812,TRUE,2017,77,0.791,0.582,11
Chord Overstreet,Hold On,198853,FALSE,2017,80,0.618,0.443,2
Jax Jones,Breathe,207629,FALSE,2017,58,0.722,0.744,11
Imagine Dragons,Believer,204346,FALSE,2017,1,0.779,0.787,10
Natti Natasha,Criminal,232549,FALSE,2017,74,0.814,0.813,2
Kendrick Lamar,HUMBLE.,177000,TRUE,2017,0,0.906,0.625,1
Selena Gomez,Fetish (feat. Gucci Mane),186112,FALSE,2017,69,0.708,0.618,2
Charlie Puth,Attention,211475,FALSE,2017,0,0.774,0.626,3
Big Shaq,Man's Not Hot,186026,FALSE,2017,62,0.905,0.884,0
Anne-Marie,Ciao Adios,200104,FALSE,2017,57,0.698,0.882,4
Rag'n'Bone Man,Human,200186,FALSE,2017,76,0.602,0.707,9
blackbear,do re mi,212027,TRUE,2017,4,0.745,0.593,8
Lil Pump,Gucci Gang,124055,TRUE,2017,64,0.936,0.523,5
Taylor Swift,Look What You Made Me Do,211853,FALSE,2017,76,0.766,0.709,9
Enrique Iglesias,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),207680,FALSE,2017,70,0.688,0.822,0
Kodak Black,Tunnel Vision,268186,TRUE,2017,51,0.497,0.489,11
Kendrick Lamar,DNA.,185946,TRUE,2017,0,0.636,0.517,0
A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),209269,TRUE,2017,0,0.839,0.81,5
XXXTENTACION,Jocelyn Flores,119133,TRUE,2017,83,0.872,0.391,0
Migos,Bad and Boujee (feat. Lil Uzi Vert),343150,TRUE,2017,72,0.926,0.666,11
Yo Gotti,Rake It Up (feat. Nicki Minaj),276333,TRUE,2017,67,0.91,0.444,1
Martin Garrix,Scared to Be Lonely,220883,FALSE,2017,77,0.584,0.54,1
Jonas Blue,Mama,181614,FALSE,2017,51,0.739,0.792,11
Martin Jensen,Solo Dance,174933,FALSE,2016,0,0.744,0.836,6
Taylor Swift,...Ready For It?,208186,FALSE,2017,73,0.613,0.764,2
David Guetta,2U (feat. Justin Bieber),194896,FALSE,2017,67,0.548,0.65,8
Migos,Slippery (feat. Gucci Mane),304041,TRUE,2017,68,0.92,0.675,1
Shawn Mendes,There's Nothing Holdin' Me Back,199440,FALSE,2017,0,0.857,0.8,2
G-Eazy,Good Life (with G-Eazy & Kehlani),225520,FALSE,2017,63,0.572,0.778,1
The Vamps,All Night,197640,FALSE,2017,73,0.538,0.804,8
Dua Lipa,New Rules,212000,FALSE,2017,61,0.763,0.72,9
Cardi B,Bodak Yellow,223962,TRUE,2017,59,0.929,0.723,11
Rag'n'Bone Man,Skin,239626,FALSE,2017,67,0.564,0.745,0
Zara Larsson,I Would Like,226720,FALSE,2017,57,0.486,0.713,2
DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),204173,TRUE,2017,72,0.671,0.672,0
Post Malone,Congratulations,220293,TRUE,2016,81,0.63,0.804,6
Avicii,Without You (feat. Sandro Cavazza),181672,TRUE,2017,77,0.662,0.858,2
Clean Bandit,Symphony (feat. Zara Larsson),214866,FALSE,2017,0,0.718,0.609,0
Katy Perry,Chained To The Rhythm,237733,FALSE,2017,69,0.562,0.8,0
Zay Hilfigerrr,Juju on That Beat (TZ Anthem),144244,FALSE,2016,57,0.807,0.887,1
Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",223413,TRUE,2017,79,0.893,0.745,11
Migos,T-Shirt,242407,TRUE,2017,64,0.865,0.687,10
OneRepublic,Rich Love (with Seeb),201256,FALSE,2017,64,0.401,0.872,1
Maggie Lindemann,Pretty Girl - Cheat Codes X CADE Remix,193613,TRUE,2017,61,0.703,0.868,7
Macklemore,Glorious (feat. Skylar Grey),220454,TRUE,2017,74,0.731,0.794,0
Hayden James,NUMB,217296,TRUE,2019,47,0.617,0.558,10
Liam Payne,Strip That Down,204502,FALSE,2017,1,0.869,0.485,6
Drake,Passionfruit,298940,TRUE,2017,0,0.809,0.463,11
Justin Bieber,Friends (with BloodPop®),189466,FALSE,2017,0,0.744,0.739,8
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",245200,FALSE,2016,0,0.735,0.451,0
Alessia Cara,Scars To Your Beautiful,230226,FALSE,2016,76,0.319,0.739,0
2 Chainz,It's A Vibe,210200,TRUE,2017,71,0.822,0.502,7
Starley,Call on Me - Ryan Riback Remix,222040,FALSE,2016,48,0.67,0.838,0
AJR,Weak,201160,FALSE,2017,0,0.673,0.637,5
Lana Del Rey,Lust for Life (with The Weeknd),264011,FALSE,2017,0,0.499,0.676,0
CNCO,Reggaetón Lento (Remix),188786,FALSE,2017,0,0.623,0.909,4
The Vamps,Middle Of The Night,174600,FALSE,2017,61,0.588,0.749,11
The Weeknd,I Feel It Coming,269186,FALSE,2016,78,0.773,0.819,0
The Chainsmokers,Paris,221506,FALSE,2017,73,0.653,0.658,2
Big Sean,Bounce Back,222360,TRUE,2017,71,0.78,0.575,1
Shawn Mendes,Mercy,208733,FALSE,2017,0,0.561,0.674,4
Avicii,Lonely Together (feat. Rita Ora),181812,FALSE,2017,53,0.655,0.666,5
Cheat Codes,No Promises (feat. Demi Lovato),223503,FALSE,2017,68,0.741,0.667,10
Bruno Mars,24K Magic,225983,FALSE,2016,78,0.818,0.803,1
Lorde,Homemade Dynamite - REMIX,214254,TRUE,2017,8,0.781,0.548,0
Kygo,It Ain't Me (with Selena Gomez),220780,FALSE,2017,75,0.64,0.533,0
Drake,God's Plan,198973,TRUE,2018,81,0.754,0.449,7
Post Malone,rockstar (feat. 21 Savage),218146,TRUE,2018,83,0.585,0.52,5
Offset,Ric Flair Drip (with Metro Boomin),172800,TRUE,2017,80,0.88,0.428,9
G-Eazy,Him & I (with Halsey),268866,TRUE,2017,75,0.589,0.731,2
Dynoro,In My Mind,184560,FALSE,2018,78,0.694,0.77,6
Juice WRLD,Lucid Dreams,239835,TRUE,2018,84,0.511,0.566,6
Zedd,The Middle,184732,FALSE,2018,80,0.753,0.657,7
Marshmello,FRIENDS,202620,TRUE,2018,78,0.626,0.88,9
Cardi B,I Like It,253390,TRUE,2018,79,0.816,0.726,5
XXXTENTACION,Moonlight,135090,TRUE,2018,82,0.921,0.537,9
Ariana Grande,no tears left to cry,205920,FALSE,2018,77,0.699,0.713,9
Sheck Wes,Mo Bamba,183906,TRUE,2018,77,0.729,0.625,4
Calvin Harris,One Kiss (with Dua Lipa),214846,FALSE,2018,81,0.791,0.862,9
Tyga,Taste (feat. Offset),232959,TRUE,2018,73,0.884,0.559,0
Travis Scott,SICKO MODE,312820,TRUE,2018,81,0.834,0.73,8
Imagine Dragons,Natural,189466,FALSE,2018,80,0.704,0.611,2
DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",212500,TRUE,2018,76,0.842,0.801,8
Marshmello,Spotlight,177600,FALSE,2018,71,0.546,0.822,7
The Weeknd,Pray For Me (with Kendrick Lamar),211440,TRUE,2018,69,0.735,0.677,2
Billie Eilish,lovely (with Khalid),200185,FALSE,2018,86,0.351,0.296,4
Migos,Walk It Talk It,276147,TRUE,2018,75,0.907,0.633,2
Clean Bandit,Solo (feat. Demi Lovato),222653,FALSE,2018,71,0.737,0.636,11
Drake,Nonstop,238614,TRUE,2018,77,0.912,0.412,7
6ix9ine,FEFE,179404,TRUE,2018,42,0.931,0.387,1
The Weeknd,Call Out My Name,228373,FALSE,2018,80,0.461,0.593,1
Nio Garcia,Te Boté - Remix,417920,TRUE,2018,76,0.903,0.675,11
Migos,MotorSport,303076,TRUE,2018,72,0.904,0.518,2
Nicky Jam,X,172854,FALSE,2019,74,0.594,0.749,9
XXXTENTACION,SAD!,166605,TRUE,2018,82,0.74,0.613,8
Becky G,Sin Pijama,188560,FALSE,2018,69,0.791,0.745,11
Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",202804,FALSE,2017,71,0.653,0.718,3
6ix9ine,GUMMO,157643,TRUE,2018,63,0.66,0.775,2
Jax Jones,Breathe,207629,FALSE,2017,58,0.722,0.744,11
The Chainsmokers,Sick Boy,193200,FALSE,2018,69,0.663,0.577,11
Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",229670,TRUE,2018,71,0.645,0.705,1
Rich The Kid,Plug Walk,175229,TRUE,2018,72,0.876,0.519,11
Kendrick Lamar,All The Stars (with SZA),232186,TRUE,2018,80,0.698,0.633,8
Logic,Everyday,204746,TRUE,2018,69,0.667,0.741,1
Jason Derulo,Tip Toe (feat. French Montana),187521,FALSE,2017,64,0.845,0.709,10
Ariana Grande,God is a woman,197546,TRUE,2018,78,0.602,0.658,1
Rae Sremmurd,Powerglide (feat. Juicy J) - From SR3MM,332300,TRUE,2018,66,0.713,0.831,1
EO,German,170825,FALSE,2018,67,0.862,0.583,8
Dennis Lloyd,Nevermind,156600,FALSE,2017,74,0.6,0.688,5
girl in red,we fell in love in october,184153,FALSE,2018,82,0.566,0.366,7
Selena Gomez,Wolves,197993,FALSE,2017,78,0.724,0.804,11
Tiësto,Jackie Chan,215759,TRUE,2018,72,0.747,0.834,3
Tom Walker,Leave a Light On,185863,FALSE,2017,70,0.586,0.624,5
Sofía Reyes,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",201526,FALSE,2018,65,0.792,0.895,1
Marshmello,Silence,180822,FALSE,2017,80,0.52,0.761,4
5 Seconds of Summer,Youngblood,203417,FALSE,2018,69,0.596,0.854,7
Loud Luxury,Body (feat. brando),163216,FALSE,2017,0,0.752,0.764,1
Liam Payne,For You (Fifty Shades Freed) (& Rita Ora),245453,FALSE,2018,62,0.541,0.787,2
NF,Let You Down,212120,FALSE,2017,79,0.662,0.714,5
XXXTENTACION,changes,121886,FALSE,2018,79,0.669,0.308,11
Maluma,Corazón (feat. Nego do Borel),184720,FALSE,2018,69,0.722,0.738,9
Cardi B,Bodak Yellow,223712,TRUE,2018,72,0.926,0.703,11
Lil Baby,Yes Indeed,142273,TRUE,2018,79,0.963,0.346,5
Jonas Blue,Rise,194407,FALSE,2018,70,0.687,0.785,1
David Guetta,Flames,194680,FALSE,2018,59,0.631,0.649,5
Ozuna,Vaina Loca,176133,FALSE,2018,72,0.754,0.805,6
Charlie Puth,How Long,200853,FALSE,2018,72,0.845,0.561,1
Post Malone,Better Now,231266,TRUE,2018,80,0.68,0.578,10
BlocBoy JB,Look Alive (feat. Drake),181263,TRUE,2018,73,0.922,0.581,10
Eminem,River (feat. Ed Sheeran),221013,TRUE,2017,72,0.748,0.749,8
Marshmello,Happier,214289,FALSE,2018,82,0.687,0.792,5
Dean Lewis,Be Alright,196373,TRUE,2018,79,0.553,0.586,11
Charlie Puth,Done for Me (feat. Kehlani),180493,FALSE,2018,67,0.856,0.632,6
Migos,Stir Fry,190288,TRUE,2018,72,0.817,0.816,2
YG,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",237240,TRUE,2018,68,0.745,0.346,1
Drake,In My Feelings,217925,TRUE,2018,75,0.835,0.626,1
B Young,Jumanji,173153,FALSE,2018,60,0.791,0.473,10
Charlie Puth,The Way I Am,186080,FALSE,2018,64,0.755,0.769,10
Reik,Me Niego (feat. Ozuna & Wisin),221653,FALSE,2018,1,0.777,0.779,0
benny blanco,Eastside (with Halsey & Khalid),173799,FALSE,2018,75,0.56,0.68,6
Luis Fonsi,Échame La Culpa,173720,FALSE,2017,62,0.733,0.892,0
MK,17,196489,FALSE,2017,65,0.703,0.832,0
Rita Ora,Anywhere,215064,FALSE,2017,63,0.628,0.797,11
Banx & Ranx,Answerphone (feat. Yxng Bane),190920,FALSE,2018,56,0.671,0.834,1
Ella Mai,Trip,213993,FALSE,2018,72,0.477,0.61,11
Daddy Yankee,Dura,200480,FALSE,2018,71,0.783,0.84,1
DJ Khaled,No Brainer,260000,TRUE,2018,67,0.552,0.76,0
Anne-Marie,2002,186986,FALSE,2018,80,0.697,0.683,1
Bruno Mars,Finesse - Remix; feat. Cardi B,217288,FALSE,2017,74,0.704,0.859,5
FINNEAS,Let's Fall in Love for the Night,190348,TRUE,2018,71,0.737,0.408,5
Hugh Jackman,The Greatest Show,302146,FALSE,2017,72,0.417,0.824,11
Halsey,Bad At Love,181279,FALSE,2017,72,0.675,0.751,0
Drake,I'm Upset,214466,TRUE,2018,68,0.899,0.586,11
Camila Cabello,Never Be the Same,226973,FALSE,2018,74,0.637,0.713,0
M.O,Bad Vibe,214253,FALSE,2018,54,0.813,0.701,10
Dua Lipa,IDGAF,217946,TRUE,2017,78,0.836,0.544,7
Cashmere Cat,Miss You (with Major Lazer & Tory Lanez),186231,FALSE,2018,56,0.747,0.641,1
Bazzi,Mine,131064,TRUE,2018,75,0.71,0.789,4
Lil Dicky,Freaky Friday (feat. Chris Brown),216631,TRUE,2018,70,0.755,0.599,8
Lauv,I Like Me Better,197436,FALSE,2018,81,0.752,0.505,9
The Chainsmokers,This Feeling,197946,FALSE,2018,73,0.575,0.571,1
Maroon 5,Girls Like You (feat. Cardi B) - Cardi B Version,235545,TRUE,2018,73,0.851,0.541,0
Khalid,Love Lies (with Normani),201707,FALSE,2018,73,0.708,0.648,6
Drake,Nice For What,210746,TRUE,2018,77,0.585,0.909,8
Kendrick Lamar,LOVE. FEAT. ZACARI.,213400,TRUE,2017,80,0.8,0.585,10
Post Malone,Psycho (feat. Ty Dolla $ign),221440,TRUE,2018,77,0.75,0.56,8
Lil Nas X,Old Town Road - Remix,157066,FALSE,2019,79,0.878,0.619,6
Billie Eilish,bad guy,194087,FALSE,2019,83,0.701,0.425,7
Shawn Mendes,Señorita,190799,FALSE,2019,78,0.759,0.548,9
Ariana Grande,7 rings,178626,TRUE,2019,83,0.778,0.317,1
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,157560,FALSE,2019,79,0.755,0.522,2
Gesaffelstein,Lost in the Fire (feat. The Weeknd),202093,TRUE,2019,84,0.658,0.671,2
Halsey,Without Me,201660,TRUE,2018,77,0.752,0.488,6
Regard,Ride It,157605,FALSE,2019,81,0.88,0.751,7
Lady Gaga,Shallow,215733,FALSE,2018,82,0.572,0.385,7
Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),217466,FALSE,2018,79,0.601,0.794,7
Lewis Capaldi,Someone You Loved,182160,FALSE,2019,84,0.501,0.405,1
Jax Jones,All Day And Night,169303,FALSE,2019,60,0.585,0.782,1
Mustard,Pure Water (with Migos),192470,TRUE,2019,75,0.682,0.559,0
NLE Choppa,Shotta Flow (feat. Blueface) [Remix],176631,TRUE,2019,0,0.894,0.511,2
Kodak Black,ZEZE (feat. Travis Scott & Offset),228759,TRUE,2018,77,0.861,0.603,8
Daddy Yankee,Con Calma,193226,FALSE,2019,79,0.737,0.86,8
Alec Benjamin,Let Me Down Slowly,169353,FALSE,2018,82,0.652,0.557,1
BLACKPINK,Kill This Love,189052,FALSE,2019,1,0.738,0.861,2
Offset,Clout (feat. Cardi B),205803,TRUE,2019,68,0.919,0.622,1
MEDUZA,Piece Of Your Heart,152913,FALSE,2019,75,0.677,0.744,10
Ed Sheeran,Antisocial (with Travis Scott),161746,FALSE,2019,63,0.716,0.823,5
Travis Scott,SICKO MODE,312820,TRUE,2018,81,0.834,0.73,8
Mabel,Mad Love,169813,FALSE,2019,0,0.631,0.803,0
Lana Del Rey,Doin' Time,202192,TRUE,2019,80,0.641,0.559,7
DJ Snake,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",212500,TRUE,2019,70,0.842,0.801,8
A Boogie Wit da Hoodie,Look Back at It,179449,TRUE,2018,73,0.791,0.587,3
Saweetie,My Type,126446,TRUE,2019,71,0.899,0.811,2
Lil Tecca,Ransom,131240,TRUE,2019,78,0.745,0.642,7
Russ Millions,Keisha & Becky - Remix,252906,TRUE,2019,69,0.863,0.471,6
Billie Eilish,lovely (with Khalid),200185,FALSE,2018,86,0.351,0.296,4
Mabel,Don't Call Me Up,178480,FALSE,2019,77,0.674,0.881,9
Lil Nas X,Old Town Road,113000,FALSE,2019,76,0.907,0.53,1
Meek Mill,Going Bad (feat. Drake),180522,TRUE,2018,78,0.889,0.496,4
Post Malone,Wow.,149546,TRUE,2019,79,0.829,0.539,11
Doja Cat,Juicy,202333,TRUE,2019,57,0.786,0.658,0
A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),189486,TRUE,2018,75,0.581,0.662,9
iann dior,emotions,131213,FALSE,2019,72,0.63,0.63,9
Paulo Londra,Adan y Eva,256971,FALSE,2019,72,0.767,0.709,1
Drake,Money In The Grave (Drake ft. Rick Ross),205426,TRUE,2019,76,0.831,0.502,10
Lil Nas X,Panini,114893,FALSE,2019,71,0.703,0.594,5
Bad Bunny,MIA (feat. Drake),210367,FALSE,2018,77,0.817,0.539,6
Polo G,Pop Out (feat. Lil Tjay),166560,TRUE,2019,78,0.772,0.639,1
Juice WRLD,Robbery,240050,TRUE,2019,53,0.685,0.692,2
21 Savage,a lot,288624,TRUE,2018,78,0.837,0.636,1
Young Thug,The London (feat. J. Cole & Travis Scott),200106,TRUE,2019,69,0.796,0.586,4
Anuel AA,China,301714,FALSE,2019,76,0.786,0.808,7
Camila Cabello,Liar,207038,FALSE,2019,65,0.74,0.498,11
Flipp Dinero,Leave Me Alone,195637,TRUE,2019,69,0.792,0.743,7
Cardi B,Money,183527,TRUE,2018,73,0.95,0.59,8
Ariana Grande,"break up with your girlfriend, i'm bored",190440,TRUE,2019,76,0.726,0.554,5
Dave,Location (feat. Burna Boy),241293,TRUE,2019,78,0.812,0.496,9
Ava Max,Sweet but Psycho,187436,FALSE,2018,7,0.719,0.704,1
Dua Lipa,Don't Start Now,183290,FALSE,2019,79,0.794,0.793,11
Young T & Bugsey,Strike a Pose (feat. Aitch),214203,TRUE,2019,61,0.531,0.581,1
Calvin Harris,Giant (with Rag'n'Bone Man),229184,FALSE,2019,73,0.807,0.887,1
Ed Sheeran,Take Me Back to London (feat. Stormzy),189733,TRUE,2019,66,0.885,0.762,8
Cardi B,Please Me,200889,TRUE,2019,73,0.747,0.57,1
Stormzy,Vossi Bop,196266,TRUE,2019,64,0.682,0.653,8
Tones And I,Dance Monkey,209438,FALSE,2019,78,0.824,0.588,6
Ariana Grande,boyfriend (with Social House),186106,TRUE,2019,77,0.4,0.795,10
Bad Bunny,Callaita,250533,TRUE,2019,81,0.61,0.624,2
Ava Max,So Am I,183026,FALSE,2019,4,0.682,0.656,6
Pedro Capó,Calma - Remix,238200,FALSE,2018,74,0.826,0.773,11
J. Cole,MIDDLE CHILD,213593,TRUE,2019,80,0.837,0.364,8
Lunay,Soltera - Remix,266086,FALSE,2019,70,0.795,0.783,5
Khalid,Better,229412,FALSE,2018,70,0.442,0.585,0
Blueface,Thotiana,129264,TRUE,2018,1,0.906,0.382,10
DaBaby,Suge,163320,TRUE,2019,72,0.876,0.662,2
AJ Tracey,Ladbroke Grove,190537,FALSE,2019,69,0.903,0.839,11
Billie Eilish,bury a friend,193143,FALSE,2019,75,0.905,0.389,8
BTS,Boy With Luv (feat. Halsey),229773,FALSE,2019,35,0.645,0.862,11
Wiley,Boasty (feat. Idris Elba),177185,TRUE,2019,64,0.887,0.765,2
Jonas Brothers,Only Human,183000,FALSE,2019,71,0.795,0.496,0
5 Seconds of Summer,Easier,157492,FALSE,2019,1,0.505,0.428,5
Avicii,SOS (feat. Aloe Blacc),157202,FALSE,2019,71,0.802,0.645,5
"Tyler, The Creator",EARFQUAKE,190066,TRUE,2019,80,0.554,0.498,9
Ashley O,On A Roll,154447,FALSE,2019,57,0.736,0.81,5
Dominic Fike,3 Nights,177666,FALSE,2018,78,0.815,0.518,7
Sigala,Wish You Well,205653,FALSE,2019,64,0.669,0.895,5
Megan Thee Stallion,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),199427,TRUE,2019,69,0.872,0.814,0
Anuel AA,Secreto,258800,FALSE,2019,75,0.807,0.803,11
Sam Feldt,Post Malone (feat. RANI),174444,FALSE,2019,69,0.59,0.642,7
Kehlani,Nights Like This (feat. Ty Dolla $ign),201787,TRUE,2019,74,0.61,0.725,8
Sech,Otro Trago,225933,TRUE,2019,71,0.746,0.7,0
Post Malone,Better Now,231266,TRUE,2018,80,0.68,0.578,10
Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock),206186,TRUE,2019,64,0.746,0.787,4
Lauv,i'm so tired...,162582,FALSE,2019,2,0.599,0.733,11
iann dior,gone girl,136568,TRUE,2019,69,0.677,0.714,11
Panic! At The Disco,High Hopes,190946,FALSE,2018,80,0.579,0.904,5
Marshmello,One Thing Right,181823,FALSE,2019,73,0.659,0.625,4
Sam Smith,How Do You Sleep?,202204,FALSE,2019,73,0.477,0.682,1
NSG,Options,240081,TRUE,2020,57,0.836,0.621,1
Normani,Motivation,193837,FALSE,2019,71,0.599,0.887,4
Joel Corry,Sorry,188640,FALSE,2019,63,0.744,0.79,8
Post Malone,Goodbyes (Feat. Young Thug),174960,TRUE,2019,1,0.58,0.653,5
Jonas Brothers,Sucker,181026,FALSE,2019,79,0.842,0.734,1
Taylor Swift,Cruel Summer,178426,FALSE,2019,78,0.552,0.702,9
Blanco Brown,The Git Up,200593,FALSE,2019,69,0.847,0.678,9
Sam Smith,Dancing With A Stranger (with Normani),171029,FALSE,2019,75,0.741,0.52,8
Post Malone,Circles,215280,FALSE,2019,85,0.695,0.762,0
